Date,Price,Open,High,Low,Volume,Change(%)
9-Oct-20,1106.8,1095.1,1113.3,1088.45,10567955,1.20%
8-Oct-20,1093.7,1090,1124,1088.4,21483024,2.55%
7-Oct-20,1066.55,1044.9,1072,1035.5,9284060,1.02%
6-Oct-20,1055.75,1055,1060,1031.35,9090819,0.67%
5-Oct-20,1048.7,1018.05,1054.9,1018.05,14212560,3.05%
1-Oct-20,1017.65,1020.6,1026.5,1011.75,5563432,0.93%
30-Sep-20,1008.25,1009,1023.95,1005,8049899,-0.07%
29-Sep-20,1009,1018,1028,1004.1,8708572,-0.14%
28-Sep-20,1010.4,1014.8,1016.15,998.5,8554583,-0.10%
25-Sep-20,1011.45,975.8,1014.9,975,13311079,3.70%
24-Sep-20,975.4,1003,1009,970,14427463,-4.35%
23-Sep-20,1019.75,1020.15,1037,1008.1,13486274,1.22%
22-Sep-20,1007.5,1009,1022.5,991.2,12625775,-0.24%
21-Sep-20,1009.9,1001,1031,1000.5,14140790,0.77%
18-Sep-20,1002.15,1011,1018.8,999.1,12897897,-0.88%
17-Sep-20,1011,995,1021,995,15628308,0.92%
16-Sep-20,1001.75,986,1005.65,982,10059392,1.96%
15-Sep-20,982.45,979.5,994,971.65,11608223,0.41%
14-Sep-20,978.4,957,991.05,948.3,21871591,3.46%
11-Sep-20,945.7,934.9,954.15,931,6672082,0.60%
10-Sep-20,940.05,935.3,942,924.8,5172091,1.33%
9-Sep-20,927.75,935,946,926,5529150,-1.23%
8-Sep-20,939.3,929.95,952,925.55,12892115,1.54%
7-Sep-20,925.05,918.9,927.55,913.05,6700450,0.64%
4-Sep-20,919.15,915,929.5,914.45,8650414,-1.75%
3-Sep-20,935.55,926.5,949.4,924,8828016,1.25%
2-Sep-20,924,915,926.4,913.5,5678696,1.08%
1-Sep-20,914.15,926.25,935,912.1,6907783,-1.56%
31-Aug-20,928.6,935.25,950.5,914.6,12808369,-0.71%
28-Aug-20,935.25,951.45,952.5,933.05,7593988,-1.25%
27-Aug-20,947.05,960,960.95,945.2,6154300,-0.39%
26-Aug-20,950.8,941.25,954.25,938.4,5153663,1.35%
25-Aug-20,938.1,947.5,948.65,933.6,6233923,-0.98%
24-Aug-20,947.4,947,952,939.2,5798579,-0.15%
21-Aug-20,948.8,963.05,963.45,946.55,6513784,-0.66%
20-Aug-20,955.15,958.9,965.5,951.3,5656667,-0.43%
19-Aug-20,959.3,970.9,971.55,957.45,6622744,-0.85%
18-Aug-20,967.55,963.9,969.2,958.7,6142171,1.05%
17-Aug-20,957.5,954.1,972.45,954.1,9008716,0.41%
14-Aug-20,953.6,955.85,963,952.05,4663873,0.25%
13-Aug-20,951.2,954.8,968.5,948.25,5097705,-0.39%
12-Aug-20,954.95,948,958.8,942.2,6908732,0.69%
11-Aug-20,948.45,949.9,962,946.1,6802508,-0.30%
10-Aug-20,951.35,948.9,956.8,945.3,5716472,0.05%
7-Aug-20,950.9,969.45,969.45,949,8010973,-2.05%
6-Aug-20,970.85,953.5,974.4,942.5,10976523,2.77%
5-Aug-20,944.7,952,960.95,938.3,9616176,-0.54%
4-Aug-20,949.85,960.45,970.7,940.55,11133259,-0.74%
3-Aug-20,956.9,960,965.4,947.45,8480166,-0.94%
31-Jul-20,966,969.25,986.45,953.3,12704359,0.47%
30-Jul-20,961.45,962,972.65,958.75,12492569,0.77%
29-Jul-20,954.15,953.25,960,943.6,11152710,-0.90%
28-Jul-20,962.85,946,967.55,941.2,15819466,1.52%
27-Jul-20,948.45,921.55,952.8,918.65,16828218,2.77%
24-Jul-20,922.85,903.25,925.75,903.25,18209670,1.64%
23-Jul-20,907.95,915.65,915.8,900.65,13052804,-1.08%
22-Jul-20,917.9,938.95,939,910,14354421,-2.01%
21-Jul-20,936.75,945,949.7,929.2,12877814,0.26%
20-Jul-20,934.3,908.5,945,906.75,18421083,3.45%
17-Jul-20,903.15,911,919.9,892.15,31682904,-0.86%
16-Jul-20,911,900.1,955.5,894.25,90433393,9.63%
15-Jul-20,830.95,799,848.45,794.8,30060998,6.09%
14-Jul-20,783.25,792.95,806.4,781.35,8961822,-1.73%
13-Jul-20,797.05,788,805.35,786.05,10804911,1.94%
10-Jul-20,781.85,773.5,789.9,773.5,5206452,0.02%
9-Jul-20,781.7,780,790,775,6854196,0.90%
8-Jul-20,774.7,784.9,784.9,772.2,8476675,-2.45%
7-Jul-20,794.15,769.4,796.95,765.55,19362666,3.95%
6-Jul-20,764,765.2,775,761.5,8811009,0.17%
3-Jul-20,762.7,755,764,752.5,7796573,0.81%
2-Jul-20,756.6,737.35,765.45,735.4,17263764,3.37%
1-Jul-20,731.9,737.25,742.3,729.75,5477687,-0.55%
30-Jun-20,735.95,732.8,738.95,724.25,10411347,0.57%
29-Jun-20,731.75,735.4,744.7,730.1,8954490,-2.20%
26-Jun-20,748.2,710.2,751.6,710,26030535,6.81%
25-Jun-20,700.5,704.85,705.6,693.5,14945304,-1.91%
24-Jun-20,714.15,716.9,726.8,709.4,10220908,-0.90%
23-Jun-20,720.65,695.7,724.5,692.1,12157486,2.41%
22-Jun-20,703.7,707.1,708.7,700,7804139,-0.26%
19-Jun-20,705.55,709,711.9,701,22438873,-1.17%
18-Jun-20,713.9,708.2,716.6,706,6670206,1.46%
17-Jun-20,703.65,699.9,710.3,698,7291919,0.35%
16-Jun-20,701.2,702,712,699.15,10132423,1.99%
15-Jun-20,687.55,693,704.4,685.25,7857344,-0.65%
12-Jun-20,692.05,675.8,695.15,675.5,9796064,-1.69%
11-Jun-20,703.95,712,713.4,700.25,8825914,-1.66%
10-Jun-20,715.85,715,719.45,709.2,7263272,-0.24%
9-Jun-20,717.6,720,729.6,715.05,10078863,-0.45%
8-Jun-20,720.85,707.65,725.8,704,10719124,2.46%
5-Jun-20,703.55,707,711.7,700.6,7718943,-0.59%
4-Jun-20,707.75,702,709.45,697.5,10783594,0.88%
3-Jun-20,701.55,710.7,711.9,696,11378568,-0.93%
2-Jun-20,708.1,700.5,711.65,697.55,7059409,1.22%
1-Jun-20,699.55,698.75,706.65,691.5,12276649,1.24%
29-May-20,691,692.5,700.8,674.95,28291172,-2.32%
28-May-20,707.4,707,710,690,9440121,0.28%
27-May-20,705.45,686.05,709.2,675,8774694,3.66%
26-May-20,680.55,693,699.45,679,7099719,-1.70%
22-May-20,692.35,675,695.85,673.5,11867864,3.00%
21-May-20,672.2,666.5,679.45,665.4,7214401,0.40%
20-May-20,669.55,668.5,673,659.65,5795193,0.14%
19-May-20,668.6,664,674.8,655,5902238,0.71%
18-May-20,663.9,659.85,670.55,653,10435495,1.78%
15-May-20,652.3,664.8,664.8,646.7,9255353,-0.89%
14-May-20,658.15,659,671.75,652.6,16888356,-5.19%
13-May-20,694.15,694.8,699.9,683.75,8287106,0.95%
12-May-20,687.65,678.5,691,675.5,7356063,0.70%
11-May-20,682.9,682.5,698.55,678,7370192,1.29%
8-May-20,674.2,672.25,680.9,668.5,8400376,1.39%
7-May-20,664.95,665.55,674.35,662.45,4779550,-0.14%
6-May-20,665.9,676.9,681.45,664.05,7934457,-1.16%
5-May-20,673.7,681.75,685.6,670,6393108,0.00%
4-May-20,673.7,689.8,701.2,670.35,9122803,-5.84%
30-Apr-20,715.5,700,720,698.1,16254036,5.76%
29-Apr-20,676.55,666,682,658,8639246,2.40%
28-Apr-20,660.7,673,677,653.05,7296594,-0.59%
27-Apr-20,664.6,661.05,681,661.05,7183316,1.00%
24-Apr-20,658,668.55,675,654.8,7319950,-3.14%
23-Apr-20,679.3,647.05,683.65,638.1,14451294,5.83%
22-Apr-20,641.85,633.2,645,628.05,8267159,1.37%
21-Apr-20,633.2,627.8,646.5,627.8,11660678,-3.08%
20-Apr-20,653.3,640,661,639,13322995,3.90%
17-Apr-20,628.75,644,646,626,8878372,0.79%
16-Apr-20,623.85,619.95,634.9,603.5,17783310,-2.38%
15-Apr-20,639.05,651.4,653.3,635.6,11963493,0.26%
13-Apr-20,637.4,629,651.7,626.05,8330291,0.18%
9-Apr-20,636.25,646.8,652.8,632.1,11931287,0.74%
8-Apr-20,631.6,630,655.65,626.35,11806901,-1.16%
7-Apr-20,639,615,644.25,612.9,15146526,9.10%
3-Apr-20,585.7,603.5,606,582.15,10221890,-2.84%
1-Apr-20,602.8,634.35,637.5,594,13083865,-6.03%
31-Mar-20,641.5,650,662,633.7,15175528,2.36%
30-Mar-20,626.7,625.1,663.5,621.1,14625720,-3.98%
27-Mar-20,652.7,665.05,674.9,642.25,13495469,1.51%
26-Mar-20,643,615,650.85,612.1,14868843,6.07%
25-Mar-20,606.2,597,635,565.7,18339650,2.78%
24-Mar-20,589.8,522,601.15,522,20029537,12.03%
23-Mar-20,526.45,540,560.95,515.9,17146303,-10.04%
20-Mar-20,585.2,549.5,617.45,548,21356183,7.27%
19-Mar-20,545.55,509.25,558,509.25,16584106,2.11%
18-Mar-20,534.3,568,578,528,15391568,-3.72%
17-Mar-20,554.95,588.1,592,550,16060126,-4.84%
16-Mar-20,583.15,622,622.15,580,19140854,-9.22%
13-Mar-20,642.35,592,667,570,16903140,1.77%
12-Mar-20,631.2,668,670,627.5,13965689,-7.99%
11-Mar-20,686,690.65,695.95,669.05,16165054,-2.62%
9-Mar-20,704.45,724.5,725.85,697,10308697,-4.67%
6-Mar-20,738.95,741,744,729.1,9216022,-2.07%
5-Mar-20,754.6,763.75,773.55,751.75,7755293,-0.55%
4-Mar-20,758.75,753.9,761.5,745.55,11013444,1.57%
3-Mar-20,747,755,759,741.25,7826587,0.80%
2-Mar-20,741.05,737,765.9,733.75,9821523,1.28%
28-Feb-20,731.7,750,756.8,722.05,14123957,-5.93%
27-Feb-20,777.85,778,780.75,772.2,5223386,-0.63%
26-Feb-20,782.75,793.95,801.45,780.5,8760569,-1.96%
25-Feb-20,798.4,799,806,795.4,6996695,0.32%
24-Feb-20,795.85,800.1,811.6,792.15,6627536,-0.14%
20-Feb-20,797,803.25,806.1,793.85,4564569,-0.43%
19-Feb-20,800.45,800,804.85,796.15,3985192,0.35%
18-Feb-20,797.65,785,799.05,783.65,5083346,1.04%
17-Feb-20,789.45,790.3,793.45,783.3,2929629,0.38%
14-Feb-20,786.45,794.5,799.2,784.6,5321680,-0.73%
13-Feb-20,792.25,785,794,782.2,4387430,1.43%
12-Feb-20,781.05,775.8,783.25,775.1,2948825,0.97%
11-Feb-20,773.55,779,779.1,769.2,4312817,0.05%
10-Feb-20,773.2,774,778,769.75,3827682,-0.53%
7-Feb-20,777.3,775.95,778.85,771,2853344,0.77%
6-Feb-20,771.35,784.35,786.8,770,7341622,-1.68%
5-Feb-20,784.55,781,786,774.4,6310409,-0.42%
4-Feb-20,787.85,770.1,789.9,770.1,5771311,2.66%
3-Feb-20,767.4,782,790.95,764.5,6416745,-1.55%
1-Feb-20,779.5,775.1,791.25,769.25,5104062,0.46%
31-Jan-20,775.95,780.55,784.95,771.6,6092028,-0.61%
30-Jan-20,780.7,789.7,789.7,778,3859680,-1.14%
29-Jan-20,789.7,786.6,792.8,784.25,6832757,1.50%
28-Jan-20,778,781,781.8,772,5121009,-0.01%
27-Jan-20,778.1,779.05,784.8,774.4,3741610,-0.59%
24-Jan-20,782.75,775.75,786.5,773.6,7540490,-0.20%
23-Jan-20,784.35,777.1,785.5,776.7,12528017,1.84%
22-Jan-20,770.2,768.45,778,766,9733935,1.01%
21-Jan-20,762.5,768.45,770.5,760.75,4448374,-0.77%
20-Jan-20,768.45,771.6,774.4,762.95,3887680,0.08%
17-Jan-20,767.85,770.7,772.9,762.25,3762957,0.11%
16-Jan-20,767,770.7,772.5,760.25,5740586,-0.07%
15-Jan-20,767.55,773.85,773.85,762.15,6047430,-1.04%
14-Jan-20,775.65,769.95,776.95,767.2,11414418,0.27%
13-Jan-20,773.55,760,777.5,755,36952038,4.80%
10-Jan-20,738.15,740.45,742.9,730.5,9341405,1.46%
9-Jan-20,727.55,721.7,731.5,714.3,13521186,1.30%
8-Jan-20,718.2,724.95,729,708.3,8639443,-1.33%
7-Jan-20,727.9,738,742.6,725.1,7899363,-1.48%
6-Jan-20,738.85,746.1,753.8,736.5,6519403,-0.96%
3-Jan-20,746,733.9,748,733.9,7882938,1.54%
2-Jan-20,734.7,738.9,740.8,730.9,5658200,-0.29%
1-Jan-20,736.85,735,740,732.55,2112415,0.78%
31-Dec-19,731.15,729.7,737.75,725.45,6927885,-0.24%
30-Dec-19,732.9,736.1,737.95,727.25,5368416,-0.55%
27-Dec-19,736.95,729.75,737.5,728.85,3399094,1.10%
26-Dec-19,728.95,732,734.55,726.55,3821806,-0.61%
24-Dec-19,733.4,736.95,736.95,728.3,2890759,-0.35%
23-Dec-19,736,732.15,737.3,731.65,4975608,0.61%
20-Dec-19,731.55,731,735,728.25,7794167,0.10%
19-Dec-19,730.85,733.5,735.95,724.6,7199210,-0.22%
18-Dec-19,732.45,731,737.3,722.75,12215295,0.38%
17-Dec-19,729.7,719.7,731.25,715,10525565,2.20%
16-Dec-19,714,712.3,720.2,710.2,5616324,0.38%
13-Dec-19,711.3,700.35,712.9,700.35,10302412,1.31%
12-Dec-19,702.1,718.5,720.7,699.55,11112042,-2.63%
11-Dec-19,721.05,716.6,722.7,713,6043554,0.91%
10-Dec-19,714.55,713,718.5,710,4457939,-0.38%
9-Dec-19,717.25,716,722.35,714.25,6435865,0.30%
6-Dec-19,715.1,715.95,720,709.6,5226096,0.03%
5-Dec-19,714.85,706.45,715.9,703.8,4814422,0.85%
4-Dec-19,708.85,697,710.5,693.35,7427886,1.50%
3-Dec-19,698.35,692.7,699.7,688.55,5239013,0.82%
2-Dec-19,692.7,703.1,704,690.3,9383736,-0.52%
29-Nov-19,696.35,700.9,702.3,691.55,4262379,-0.78%
28-Nov-19,701.85,699.1,703.35,694.05,4837683,0.88%
27-Nov-19,695.75,694.25,697.65,690.1,3861635,0.75%
26-Nov-19,690.6,705,707.25,686,27253106,-1.07%
25-Nov-19,698.1,693.35,705.15,693.2,7334511,0.71%
22-Nov-19,693.2,711.75,712,685.1,14415826,-2.81%
21-Nov-19,713.25,715.5,721.45,710.5,9692973,0.04%
20-Nov-19,713,712.8,715,705,6142171,0.02%
19-Nov-19,712.85,709.9,714,705,6495885,1.08%
18-Nov-19,705.2,705,710,699.3,7490916,0.18%
15-Nov-19,703.9,709.05,712.95,702.3,7362623,-0.20%
14-Nov-19,705.3,696.35,709.8,696.35,10539902,2.02%
13-Nov-19,691.35,696.5,700,687.75,9973690,-1.85%
11-Nov-19,704.4,698.9,707.2,698,6951494,-0.53%
8-Nov-19,708.15,722,724.25,705.5,8585630,-1.66%
7-Nov-19,720.1,717,724.35,712.1,13733737,1.10%
6-Nov-19,712.3,695.8,721.5,692,21372589,2.33%
5-Nov-19,696.1,708.75,708.75,691.5,12897805,-1.82%
4-Nov-19,709,681.8,732.5,678.15,29381982,3.07%
1-Nov-19,687.9,690,694,682.6,9713519,0.34%
31-Oct-19,685.6,668.4,695.45,666.1,27405901,3.78%
30-Oct-19,660.6,660.4,671.4,656.2,22879467,1.53%
29-Oct-19,650.65,651,653.75,647,16709764,0.28%
27-Oct-19,648.85,651.1,652.5,645.55,2945433,1.79%
25-Oct-19,637.45,647,652.5,636,16549337,0.33%
24-Oct-19,635.35,650,653.2,632,25666433,-2.34%
23-Oct-19,650.6,630,656.65,615.1,60516887,1.10%
22-Oct-19,643.55,691.1,691.1,638.35,90152532,-16.19%
18-Oct-19,767.85,763.8,773.8,760,10037200,-0.21%
17-Oct-19,769.5,767,770.55,765.1,9860495,-0.25%
16-Oct-19,771.45,765.25,775.95,761.55,10767032,0.41%
15-Oct-19,768.3,773.1,775.95,765,13762133,-2.26%
14-Oct-19,786.1,786.75,797,780,15150858,-3.52%
11-Oct-19,814.8,781.5,823.8,776.6,20636344,4.05%
10-Oct-19,783.05,785.4,794.7,776.6,10402917,-0.08%
9-Oct-19,783.65,795.45,795.9,778.8,6335025,-0.75%
7-Oct-19,789.55,794.85,802,786.1,3679845,-0.49%
4-Oct-19,793.45,790,797.6,787.05,8201713,1.00%
3-Oct-19,785.6,792.55,797.85,784.15,5497672,-1.00%
1-Oct-19,793.55,807,807.55,791.55,5881438,-1.50%
30-Sep-19,805.65,785.1,808,784.15,8178091,3.00%
27-Sep-19,782.2,787.05,794.25,780.1,5087642,-0.04%
26-Sep-19,782.55,787.75,797,778.1,18442824,-1.27%
25-Sep-19,792.65,787.7,801,781.65,9313576,-0.18%
24-Sep-19,794.05,765,798.65,765,13717998,3.89%
23-Sep-19,764.35,806.9,806.9,741.9,17279260,-5.05%
20-Sep-19,805,822.9,835,802,22462366,-1.91%
19-Sep-19,820.7,824.85,827,815.2,6601607,-1.10%
18-Sep-19,829.85,829.9,832.95,824,3199389,-0.17%
17-Sep-19,831.25,831.5,835,820.55,5540901,0.43%
16-Sep-19,827.7,832.05,837.95,820.55,4846496,-0.19%
13-Sep-19,829.3,818.1,831.05,817.5,4832021,1.58%
12-Sep-19,816.4,816.4,819.85,810.85,4400017,-0.45%
11-Sep-19,820.1,822.3,828.55,814.15,7981036,-1.09%
9-Sep-19,829.1,836.8,840.3,827.55,4377870,-1.32%
6-Sep-19,840.15,843.3,847,835.05,6106841,0.73%
5-Sep-19,834.05,830.1,837.5,826.65,7926895,1.55%
4-Sep-19,821.3,810.75,822.45,810.25,6199015,0.87%
3-Sep-19,814.25,815,822.4,812.05,5647088,-0.08%
30-Aug-19,814.9,810,817.35,802,8174186,0.99%
29-Aug-19,806.95,795.5,809.7,795.5,7830413,0.55%
28-Aug-19,802.5,787.4,805,786.3,5881134,2.27%
27-Aug-19,784.65,791,794.95,781.1,16061642,-2.23%
26-Aug-19,802.55,795.9,806.8,786.9,5412074,0.04%
23-Aug-19,802.2,796.45,809.95,795.8,6895015,0.82%
22-Aug-19,795.7,799.9,801.3,792.35,5222488,-0.47%
21-Aug-19,799.45,793,803.75,793,5926896,0.85%
20-Aug-19,792.75,785.2,798,783.85,8435344,1.94%
19-Aug-19,777.65,775.6,783,773.35,3881451,0.40%
16-Aug-19,774.55,780,780.05,762.5,5128088,-0.03%
14-Aug-19,774.8,775.1,778.25,768,5940968,1.31%
13-Aug-19,764.75,784.15,786,760.15,7517099,-3.18%
9-Aug-19,789.85,792,796.75,784.8,4362520,0.14%
8-Aug-19,788.75,782.7,792.75,781.25,8009009,1.63%
7-Aug-19,776.1,778.9,783.45,772.35,5130457,0.21%
6-Aug-19,774.45,778.8,783.7,769.8,9331718,-0.29%
5-Aug-19,776.7,772.6,785.9,768.65,9976238,0.14%
2-Aug-19,775.6,765.05,779.9,762.25,10838336,0.88%
1-Aug-19,768.85,786.45,788.4,764.4,10066407,-3.12%
31-Jul-19,793.65,790.85,799.8,781.6,7350584,0.12%
30-Jul-19,792.7,791.9,797.8,788.55,8673253,0.16%
29-Jul-19,791.45,789.5,796.95,786.2,6244316,0.57%
26-Jul-19,787,792.3,795,782.2,4941763,-0.94%
25-Jul-19,794.5,788.25,800.2,787.65,9773568,1.04%
24-Jul-19,786.3,788,793.75,783.6,5745146,-0.47%
23-Jul-19,790.05,787,804,785.55,10782564,0.72%
22-Jul-19,784.4,785.95,792,782.05,7107151,-0.13%
19-Jul-19,785.4,788.7,794.5,781.25,6812754,-0.92%
18-Jul-19,792.7,789.05,798.5,786.2,6534471,-0.18%
17-Jul-19,794.15,783.9,795,776.75,6754348,1.18%
16-Jul-19,784.85,777,787.8,776,9924322,0.71%
15-Jul-19,779.35,763,781.65,754.2,31064152,7.24%
12-Jul-19,726.75,722.5,730.6,719.6,7874441,0.73%
11-Jul-19,721.5,719.45,723.5,709.6,6252688,0.59%
10-Jul-19,717.25,709,722.7,706.5,7573816,0.24%
9-Jul-19,715.5,718,719.85,709.05,5022638,-0.29%
8-Jul-19,717.6,716.45,724.95,712.3,7177092,-0.06%
5-Jul-19,718,735,736.4,713.5,4926289,-2.15%
4-Jul-19,733.8,729,736.4,728.6,3274064,0.34%
3-Jul-19,731.3,741,743.2,730,5958379,-1.18%
2-Jul-19,740,734,741.65,730.1,4837606,1.19%
1-Jul-19,731.3,735,737.5,729.85,3224968,-0.10%
28-Jun-19,732,735.5,739.5,728.5,5919494,0.20%
27-Jun-19,730.55,742,744.7,728.15,11122346,-1.17%
26-Jun-19,739.2,743,751.45,738,5447130,-1.19%
25-Jun-19,748.1,744,750.9,737.3,3677911,0.35%
24-Jun-19,745.5,751.9,751.9,742.65,4758178,-0.63%
21-Jun-19,750.2,755,755,747.15,13200318,-0.62%
20-Jun-19,754.9,737.8,756.9,735.9,7148684,0.40%
19-Jun-19,751.9,752.5,755.4,748.6,4596253,0.23%
18-Jun-19,750.15,740.2,752.45,740.2,6202838,1.30%
17-Jun-19,740.55,743,744.5,737.8,3085588,0.01%
14-Jun-19,740.45,743.85,745.5,738.25,5556353,-0.30%
13-Jun-19,742.65,740,747.2,740,4808577,-1.48%
12-Jun-19,753.8,756.95,756.95,745,8738342,-0.15%
11-Jun-19,754.9,755,759,750.5,5733127,0.19%
10-Jun-19,753.5,740.1,754.1,740.1,4435148,1.95%
7-Jun-19,739.1,735.85,743.95,735.85,3218358,0.48%
6-Jun-19,735.6,736.5,744.65,733.65,7563925,0.04%
4-Jun-19,735.3,737.25,739.45,733.15,11733702,-1.26%
3-Jun-19,744.65,729.8,750.9,729,7744761,0.94%
31-May-19,737.75,736.5,742.95,733.2,8290306,0.57%
30-May-19,733.55,727,737.25,722.55,15089296,0.79%
29-May-19,727.8,725.5,733.65,723.65,10293077,-0.04%
28-May-19,728.1,712,733.45,709.8,23860490,2.82%
27-May-19,708.1,707.4,713.8,705.5,10247544,-0.16%
24-May-19,709.2,703.8,711.75,700.45,7016424,1.16%
23-May-19,701.05,715,716.7,697.45,7233736,-1.23%
22-May-19,709.75,710,718.25,707,5795713,0.06%
21-May-19,709.3,722.65,722.65,707.7,8645535,-1.81%
20-May-19,722.4,719.7,726.4,706,11213708,-0.21%
17-May-19,723.9,733.15,735.8,720.1,8155948,-1.25%
16-May-19,733.1,720,737,719.1,6468556,2.37%
15-May-19,716.1,714.9,725.2,712.6,6668929,0.32%
14-May-19,713.85,716.5,717.75,703.6,10513001,-0.81%
13-May-19,719.7,716.55,726.45,712.1,6808993,0.40%
10-May-19,716.85,720.8,726,715,8352335,-0.58%
9-May-19,721.05,719.15,730.3,715.8,7396525,0.24%
8-May-19,719.35,721,726,716.5,6247642,-0.72%
7-May-19,724.55,720.4,727.9,718.7,5747536,0.86%
6-May-19,718.4,715,721.8,710.65,8858265,-0.72%
3-May-19,723.6,722.9,731,718.2,6348116,-0.99%
2-May-19,730.8,747,748.4,729.5,6351352,-2.74%
30-Apr-19,751.35,738,753.8,738,9920046,1.81%
26-Apr-19,738,731,739.8,729,6895168,1.30%
25-Apr-19,728.55,736.45,737.65,727.05,8005235,-1.07%
24-Apr-19,736.45,728.2,737.9,724,8285120,1.13%
23-Apr-19,728.2,723.9,730,718.4,5516668,0.99%
22-Apr-19,721.05,717.05,725.75,715,6455426,0.56%
18-Apr-19,717.05,722.5,722.5,712.75,13801105,-0.97%
16-Apr-19,724.1,727.9,727.9,714.1,12524411,-0.47%
15-Apr-19,727.5,724.7,731.35,712.6,31574803,-2.71%
12-Apr-19,747.75,743.1,751.55,740.6,7043212,0.68%
11-Apr-19,742.7,751.75,751.75,740.05,8200995,-1.33%
10-Apr-19,752.7,764,766.7,751.3,7031088,-1.04%
9-Apr-19,760.6,770,773,758.2,6730692,-0.87%
8-Apr-19,767.25,763.05,770,755.4,4919911,1.05%
5-Apr-19,759.3,750.9,760.95,748,6276040,1.52%
4-Apr-19,747.9,751.4,753.8,745.1,7688525,-0.72%
3-Apr-19,753.3,756,758.5,746.8,6897127,-0.80%
2-Apr-19,759.4,759,765.8,754.6,7283600,0.57%
1-Apr-19,755.1,742,760,742,6584982,1.51%
29-Mar-19,743.85,743.9,747.95,740,6924061,0.82%
28-Mar-19,737.8,730,745,730,9277241,1.11%
27-Mar-19,729.7,730,732.3,727.15,7387487,0.27%
26-Mar-19,727.75,735.25,735.25,719.1,9406261,-1.02%
25-Mar-19,735.25,742.4,742.4,730.55,7644966,-1.06%
22-Mar-19,743.1,745,746.35,732.3,8883260,0.56%
20-Mar-19,738.95,727.25,742.3,727.15,13471173,2.31%
19-Mar-19,722.25,712.8,726.5,707.4,8917337,1.70%
18-Mar-19,710.2,721.55,723.7,705.35,8065544,-1.16%
15-Mar-19,718.55,712,723.75,709.6,14638664,1.44%
14-Mar-19,708.35,714,714.9,706.2,6415187,-0.01%
13-Mar-19,708.45,710,718.6,706.3,11348867,0.21%
12-Mar-19,706.95,709,714.95,705.6,11997387,-0.60%
11-Mar-19,711.25,713.3,718.5,709.4,9932198,-0.15%
8-Mar-19,712.35,722.95,722.95,710.65,7193994,-1.47%
7-Mar-19,722.95,734,734.5,720.55,5951551,-1.30%
6-Mar-19,732.5,736.1,736.1,727,6076668,0.00%
5-Mar-19,732.5,740.5,742.5,730.25,4826505,-1.27%
1-Mar-19,741.9,735.5,743.4,735.5,3998826,1.03%
28-Feb-19,734.3,738.7,742.4,732.3,8559921,-0.13%
27-Feb-19,735.25,745,746.4,732.75,5936354,-0.98%
26-Feb-19,742.5,748.6,752.6,740.15,8319610,-1.64%
25-Feb-19,754.9,735.55,758,735.55,6547552,2.71%
22-Feb-19,734.95,732.5,738.2,728,3750833,0.20%
21-Feb-19,733.45,738,738,727.1,7202786,-0.98%
20-Feb-19,740.7,727,743,726.05,5210675,2.26%
19-Feb-19,724.3,739.1,740.55,721.3,9401334,-2.26%
18-Feb-19,741.05,742.35,747.65,736,5346825,-0.12%
15-Feb-19,741.95,742.3,746.5,732.6,5586389,0.26%
14-Feb-19,740.05,751,753,737.25,4610535,-1.97%
13-Feb-19,754.9,750.1,759.7,743.65,5050182,0.59%
12-Feb-19,750.45,760.35,760.35,741,7310690,-1.62%
11-Feb-19,762.8,766.9,768.75,759,5500216,0.25%
8-Feb-19,760.9,760,772.25,754.9,5915169,-0.41%
7-Feb-19,764,763.05,769.45,761,3961797,0.09%
6-Feb-19,763.3,755.55,766.95,754.35,5880482,1.12%
5-Feb-19,754.85,747,759.95,747,4694366,-0.14%
4-Feb-19,755.9,757,762.5,749.2,3945391,-0.15%
1-Feb-19,757.05,751.35,762.5,744.5,6276585,1.00%
31-Jan-19,749.55,726,751.3,726,13825233,3.26%
30-Jan-19,725.9,727.9,734.8,721.1,5763026,-0.27%
29-Jan-19,727.9,725.5,732.85,716.5,6760819,-0.01%
28-Jan-19,727.95,731,732.6,719,7944693,-0.33%
25-Jan-19,730.35,728,737.9,724.25,5543112,-0.23%
24-Jan-19,732,728.1,736.1,721,7429783,0.05%
23-Jan-19,731.65,742.35,742.6,729.2,7212099,-1.84%
22-Jan-19,745.35,741.25,749,734,6723375,0.05%
21-Jan-19,745,738.2,751,734,8129422,1.92%
18-Jan-19,730.95,730,736.2,726.3,5902151,-0.33%
17-Jan-19,733.35,735.8,739,729.1,6903771,-0.47%
16-Jan-19,736.8,729.9,737.8,728.5,9658944,1.40%
15-Jan-19,726.6,707.2,730,707.2,19671304,3.52%
14-Jan-19,701.9,707,710.2,695.95,19312937,2.69%
11-Jan-19,683.5,680.2,685.5,672.5,12281903,0.56%
10-Jan-19,679.7,681.6,682,672.55,9572493,0.53%
9-Jan-19,676.1,686.2,689.8,664,18130292,0.90%
8-Jan-19,670.05,674.95,677.45,668.55,8621545,-0.25%
7-Jan-19,671.7,665,673.6,661.5,8046340,1.61%
4-Jan-19,661.05,671.75,673.9,651,7889310,-1.21%
3-Jan-19,669.15,672,677,663.1,6827249,0.01%
2-Jan-19,669.05,666,674,662.05,7416655,0.60%
1-Jan-19,665.05,660.95,666.3,654.15,2943390,0.93%
31-Dec-18,658.95,660,662,655.8,3373319,0.30%
